0.79733,339,ggnn,4,0.0001,320,False,0,True,True,True,True
0.76015,649,sage,2,0.0001,128,False,0,True,True,True,True
0.80031,359,ggnn,4,0.0001,320,False,0,True,True,True,True
0.78286,319,ggnn,2,0.0001,128,False,0,True,True,True,True
0.78397,569,ggnnv2,2,0.0001,128,False,0,True,True,True,True
0.41381,609,ggnnv3,2,0.0001,128,False,0,True,True,True,True
0.76224,299,hgt,2,0.0001,128,False,0,True,True,True,True
0.74219,699,han,2,0.0001,128,False,0,True,True,True,True
0.7907,499,ggnnv4,2,0.0001,128,False,0,True,True,True,True
0.74957,349,sage,2,0.0001,256,False,0,True,True,True,True
0.78596,429,ggnnv2,2,0.0001,256,False,0,True,True,True,True
0.78498,279,ggnn,2,0.0001,256,False,0,True,True,True,True
0.42261,489,ggnnv3,2,0.0001,256,False,0,True,True,True,True
0.77095,209,hgt,2,0.0001,256,False,0,True,True,True,True
0.7913,299,ggnnv4,2,0.0001,256,False,0,True,True,True,True
0.74125,679,han,2,0.0001,256,False,0,True,True,True,True
0.75552,359,sage,2,0.0001,384,False,0,True,True,True,True
0.78078,249,ggnnv2,2,0.0001,384,False,0,True,True,True,True
0.43189,589,ggnnv3,2,0.0001,384,False,0,True,True,True,True
0.79322,229,ggnn,2,0.0001,384,False,0,True,True,True,True
0.75981,189,hgt,2,0.0001,384,False,0,True,True,True,True
0.79566,259,ggnnv4,2,0.0001,384,False,0,True,True,True,True
0.78401,509,ggnnv2,3,0.0001,128,False,0,True,True,True,True
0.74345,529,han,2,0.0001,384,False,0,True,True,True,True
0.4128,599,ggnnv3,3,0.0001,128,False,0,True,True,True,True
0.77734,659,sage,3,0.0001,128,False,0,True,True,True,True
0.78873,479,ggnn,3,0.0001,128,False,0,True,True,True,True
0.79074,649,ggnnv4,3,0.0001,128,False,0,True,True,True,True
0.76689,259,hgt,3,0.0001,128,False,0,True,True,True,True
0.78176,339,ggnnv2,3,0.0001,256,False,0,True,True,True,True
0.70731,689,han,3,0.0001,128,False,0,True,True,True,True
0.43066,459,ggnnv3,3,0.0001,256,False,0,True,True,True,True
0.77156,349,sage,3,0.0001,256,False,0,True,True,True,True
0.78993,309,ggnn,3,0.0001,256,False,0,True,True,True,True
0.79759,529,ggnnv4,3,0.0001,256,False,0,True,True,True,True
0.7639,259,hgt,3,0.0001,256,False,0,True,True,True,True
0.78547,239,ggnnv2,3,0.0001,384,False,0,True,True,True,True
0.70347,479,han,3,0.0001,256,False,0,True,True,True,True
0.77036,359,sage,3,0.0001,384,False,0,True,True,True,True
0.42556,339,ggnnv3,3,0.0001,384,False,0,True,True,True,True
0.79776,249,ggnn,3,0.0001,384,False,0,True,True,True,True
0.80158,379,ggnnv4,3,0.0001,384,False,0,True,True,True,True
0.78342,499,ggnnv2,4,0.0001,128,False,0,True,True,True,True
0.77383,199,hgt,3,0.0001,384,False,0,True,True,True,True
0.3887,419,ggnnv3,4,0.0001,128,False,0,True,True,True,True
0.79629,699,ggnnv4,4,0.0001,128,False,0,True,True,True,True
0.71343,699,han,3,0.0001,384,False,0,True,True,True,True
0.77505,539,sage,4,0.0001,128,False,0,True,True,True,True
0.79622,659,ggnn,4,0.0001,128,False,0,True,True,True,True
0.7913,329,ggnnv2,4,0.0001,256,False,0,True,True,True,True
0.76744,329,hgt,4,0.0001,128,False,0,True,True,True,True
0.42769,339,ggnnv3,4,0.0001,256,False,0,True,True,True,True
0.70735,699,han,4,0.0001,128,False,0,True,True,True,True
0.7803,329,sage,4,0.0001,256,False,0,True,True,True,True
0.80972,679,ggnnv4,4,0.0001,256,False,0,True,True,True,True
0.79327,359,ggnn,4,0.0001,256,False,0,True,True,True,True
0.78137,249,ggnnv2,4,0.0001,384,False,0,True,True,True,True
0.77089,259,hgt,4,0.0001,256,False,0,True,True,True,True
0.71396,699,han,4,0.0001,256,False,0,True,True,True,True
0.44341,369,ggnnv3,4,0.0001,384,False,0,True,True,True,True
0.78058,279,sage,4,0.0001,384,False,0,True,True,True,True
0.80076,289,ggnn,4,0.0001,384,False,0,True,True,True,True
0.81213,649,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.78275,529,ggnnv2,5,0.0001,128,False,0,True,True,True,True
0.36885,589,ggnnv3,5,0.0001,128,False,0,True,True,True,True
0.76994,179,hgt,4,0.0001,384,False,0,True,True,True,True
0.74803,699,ggnnv4,5,0.0001,128,False,0,True,True,True,True
0.74316,699,han,4,0.0001,384,False,0,True,True,True,True
0.79128,379,ggnnv2,5,0.0001,256,False,0,True,True,True,True
0.78649,609,sage,5,0.0001,128,False,0,True,True,True,True
0.41721,469,ggnnv3,5,0.0001,256,False,0,True,True,True,True
0.79438,669,ggnn,5,0.0001,128,False,0,True,True,True,True
0.76266,339,hgt,5,0.0001,128,False,0,True,True,True,True
0.66678,699,han,5,0.0001,128,False,0,True,True,True,True
0.79768,689,ggnnv4,5,0.0001,256,False,0,True,True,True,True
0.78561,359,sage,5,0.0001,256,False,0,True,True,True,True
0.80337,509,ggnn,5,0.0001,256,False,0,True,True,True,True
0.79279,259,ggnnv2,5,0.0001,384,False,0,True,True,True,True
0.77399,279,hgt,5,0.0001,256,False,0,True,True,True,True
0.43486,439,ggnnv3,5,0.0001,384,False,0,True,True,True,True
0.65954,699,han,5,0.0001,256,False,0,True,True,True,True
0.79016,309,sage,5,0.0001,384,False,0,True,True,True,True
0.79879,549,ggnnv4,5,0.0001,384,False,0,True,True,True,True
0.8001,459,ggnn,5,0.0001,384,False,0,True,True,True,True
0.64564,699,han,5,0.0001,384,False,0,True,True,True,True
0.80362,339,ggnn,4,0.0001,320,False,0,True,True,True,True
0.79994,349,ggnn,4,0.0001,320,False,0,True,True,True,True
0.80141,329,ggnn,4,0.0001,320,False,0,True,True,True,False
0.79166,269,ggnn,4,0.0001,320,False,0,True,False,True,True
0.79601,339,ggnn,4,0.0001,320,False,0,True,False,True,False
0.79543,289,ggnn,4,0.0001,320,False,0,True,True,False,False
0.81232,499,ggnnv4,4,0.0001,512,False,0,True,True,True,True
0.81206,559,ggnnv4,4,0.0001,512,False,0,True,True,True,True
0.81369,629,ggnnv4,4,0.0001,512,False,0,True,True,True,False
0.8094,579,ggnnv4,4,0.0001,512,False,0,True,False,True,True
0.8129,529,ggnnv4,4,0.0001,512,False,0,True,False,True,False
0.81075,509,ggnnv4,4,0.0001,512,False,0,True,True,False,False
0.79839,529,ggnnv4,4,0.0001,512,False,0,True,False,False,False
0.5267,529,ggnnv4,4,0.0001,512,False,0,False,True,True,True
0.51613,499,ggnnv4,4,0.0001,512,False,0,False,True,True,False
0.46118,659,ggnnv4,4,0.0001,512,False,0,False,False,True,True
0.44057,699,ggnnv4,4,0.0001,512,False,0,False,False,True,False
0.49528,489,ggnnv4,4,0.0001,512,False,0,False,True,False,False
0.16259,9,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.1521,9,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.81271,569,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.81271,569,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.81271,569,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.81271,569,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.81271,569,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.81271,569,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.81271,569,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.81271,569,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.81271,569,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.72027,429,ggnn,3,0.0001,256,False,0,True,True,True,True
0.73626,459,ggnn,3,0.0001,256,False,0,True,True,True,True
0.73684,609,ggnnv4,3,0.0001,256,False,0,True,True,True,True
0.67567,699,han,3,0.0001,256,False,0,True,True,True,True
0.70991,449,hgt,3,0.0001,256,False,0,True,True,True,True
0.67904,419,sage,3,0.0001,256,False,0,True,True,True,True
0.73211,369,ggnn,3,0.0001,384,False,0,True,True,True,True
0.74579,499,ggnnv4,3,0.0001,384,False,0,True,True,True,True
0.62033,679,han,3,0.0001,384,False,0,True,True,True,True
0.70925,249,hgt,3,0.0001,384,False,0,True,True,True,True
0.67499,419,sage,3,0.0001,384,False,0,True,True,True,True
0.74391,609,ggnn,4,0.0001,256,False,0,True,True,True,True
0.7378,679,ggnnv4,4,0.0001,256,False,0,True,True,True,True
0.59191,679,han,4,0.0001,256,False,0,True,True,True,True
0.70088,379,hgt,4,0.0001,256,False,0,True,True,True,True
0.70101,479,sage,4,0.0001,256,False,0,True,True,True,True
0.74432,399,ggnn,4,0.0001,384,False,0,True,True,True,True
0.75213,689,ggnnv4,4,0.0001,384,False,0,True,True,True,True
0.66751,699,han,4,0.0001,384,False,0,True,True,True,True
0.71978,279,hgt,4,0.0001,384,False,0,True,True,True,True
0.70525,419,sage,4,0.0001,384,False,0,True,True,True,True
